date,Funding Rate,funding_scaled
2023-08-26,-0.01840433333333333,-1.213823673122106
2023-08-27,-0.015043,-1.0484796636857412
2023-08-28,-0.019237333333333332,-1.2547989487648543
2023-08-29,-0.033120666666666666,-1.9377202094773287
2023-08-30,-0.040986,-2.3246160094238246
2023-08-31,-0.016192333333333333,-1.1050153781380008
2023-09-01,-0.022160333333333334,-1.398581338565279
2023-09-02,-0.004062666666666667,-0.5083569926382115
2023-09-03,-0.007189999999999999,-0.6621905404894584
2023-09-04,-0.010465666666666667,-0.8233206060121832
2023-09-05,0.003217666666666667,-0.1502373466545105
2023-09-06,0.006856999999999999,0.028781484665028334
2023-09-07,0.007867666666666667,0.07849618484462553
2023-09-08,0.0013886666666666665,-0.24020586904417066
2023-09-09,0.008245666666666667,0.09709000740520046
2023-09-10,-0.0019886666666666664,-0.4063369185889194
2023-09-11,-0.006106,-0.6088685731464341
2023-09-12,-0.013710666666666668,-0.9829421779938384
2023-09-13,-0.007417666666666666,-0.6733894653650074
2023-09-14,-0.009159,-0.7590456638274796
2023-09-15,-0.010056,-0.8031690999037647
2023-09-16,0.009354,0.1516089315797257
2023-09-17,0.007299,0.05052346765913978
2023-09-18,0.008301333333333334,0.09982825111562026
2023-09-19,0.0066093333333333325,0.01659875965399907
2023-09-20,0.009956,0.18122131565767835
2023-09-21,0.005192666666666667,-0.0530870832758452
2023-09-22,0.005373333333333333,-0.044200088718674466
2023-09-23,0.01,0.1833856759557347
2023-09-24,0.007493,0.06006632897329727
2023-09-25,-0.011409333333333334,-0.8697395757379218
2023-09-26,0.007508999999999999,0.060853369081681374
2023-09-27,0.0033206666666666666,-0.1451707759567877
2023-09-28,0.0061263333333333335,-0.0071600136178466235
2023-09-29,0.009391666666666666,0.1534617551682133
2023-09-30,0.0021903333333333336,-0.20077188028034113
2023-10-01,0.0046496666666666665,-0.07979725695413141
2023-10-02,0.01,0.1833856759557347
2023-10-03,0.003441666666666667,-0.13921878513713273
2023-10-04,0.00011133333333333344,-0.30303790436350325
2023-10-05,-0.0016716666666666666,-0.390743686441559
2023-10-06,-0.0037719999999999997,-0.4940590973359
2023-10-07,0.0016623333333333334,-0.2267442038570172
2023-10-08,0.003655666666666667,-0.12869212368749508
2023-10-09,0.006808333333333333,0.02638757100202663
2023-10-10,-0.014375333333333332,-1.0156371358296288
2023-10-11,-0.006234333333333332,-0.6151812906824317
2023-10-12,-0.00795,-0.6995749456377044
2023-10-13,0.008513,0.11024013588278518
2023-10-14,-0.008447666666666666,-0.7240551723422354
2023-10-15,0.005437333333333333,-0.04105192828513798
2023-10-16,0.005853666666666667,-0.020572488798226072
2023-10-17,-5.066666666666645e-05,-0.3110066854608925
2023-10-18,-0.026784666666666665,-1.6260523265572155
2023-10-19,-0.00022599999999999994,-0.3196313333152685
2023-10-20,-0.007728333333333334,-0.6886711608027992
2023-10-21,0.0072499999999999995,0.048113157327213385
2023-10-22,0.0067269999999999995,0.02238678378440733
2023-10-23,0.009376666666666667,0.15272390506660322
2023-10-24,0.01,0.1833856759557347
2023-10-25,0.01,0.1833856759557347
2023-10-26,0.011787666666666667,0.2713210113987359
2023-10-27,0.01,0.1833856759557347
2023-10-28,0.019301000000000002,0.6409019289607809
2023-10-29,0.012156,0.2894393305604954
2023-10-30,0.010100666666666668,0.18833746997098486
2023-10-31,0.017189333333333334,0.5370290313230012
2023-11-01,0.010099,0.1882554866263615
2023-11-02,0.03270433333333333,1.300211986421731
2023-11-03,0.016750333333333332,0.5154346183492117
2023-11-04,0.01679433333333333,0.5175989786472679
2023-11-05,0.03137733333333333,1.234936847432623
2023-11-06,0.018695666666666666,0.6111255781935814
2023-11-07,0.015637666666666664,0.46070253747866563
2023-11-08,0.01,0.1833856759557347
2023-11-09,0.024067666666666668,0.8753742945835511
2023-11-10,0.027913333333333335,1.0645426639674602
2023-11-11,0.028611666666666664,1.098893685364642
2023-11-12,0.043824,1.8471884650797727
2023-11-13,0.022221666666666667,0.7845695420787328
2023-11-14,0.013524333333333333,0.35674765649626267
2023-11-15,0.01,0.1833856759557347
2023-11-16,0.021098333333333334,0.7293127678025974
2023-11-17,0.01,0.1833856759557347
2023-11-18,0.01,0.1833856759557347
2023-11-19,0.01,0.1833856759557347
2023-11-20,0.014211000000000001,0.39052479448108146
2023-11-21,0.01,0.1833856759557347
2023-11-22,0.01,0.1833856759557347
2023-11-23,0.01,0.1833856759557347
2023-11-24,0.01,0.1833856759557347
2023-11-25,0.01,0.1833856759557347
2023-11-26,0.01,0.1833856759557347
2023-11-27,0.01,0.1833856759557347
2023-11-28,0.01,0.1833856759557347
2023-11-29,0.01,0.1833856759557347
2023-11-30,0.01,0.1833856759557347
2023-12-01,0.01,0.1833856759557347
2023-12-02,0.01,0.1833856759557347
2023-12-03,0.014330333333333334,0.396394801956113
2023-12-04,0.030790333333333333,1.2060623134562805
2023-12-05,0.027757666666666667,1.0568854195796396
2023-12-06,0.022860000000000002,0.8159691630694744
2023-12-07,0.02128966666666667,0.7387244557653576
2023-12-08,0.039149333333333335,1.6172415800802111
2023-12-09,0.04409266666666667,1.860404180233056
2023-12-10,0.02842,1.0894656007329575
2023-12-11,0.022149666666666665,0.7810278615910041
2023-12-12,0.011943333333333334,0.27897825578655644
2023-12-13,0.026745333333333333,1.007088736055419
2023-12-14,0.020189,0.6845826549760996
2023-12-15,0.024162666666666666,0.8800473452270817
2023-12-16,0.026599666666666664,0.9999233917353385
2023-12-17,0.019227333333333332,0.6372782651284289
2023-12-18,0.015814666666666668,0.4694091686776652
2023-12-19,0.012904333333333332,0.3262498522963778
2023-12-20,0.016658,0.5108927410570783
2023-12-21,0.016589000000000003,0.5074986305896719
2023-12-22,0.03973366666666667,1.6459849407051563
2023-12-23,0.041762,1.7457586711117685
2023-12-24,0.020371999999999998,0.693584426215743
2023-12-25,0.021755,0.7616142055841958
2023-12-26,0.04513966666666667,1.9119061173254421
2023-12-27,0.028082999999999997,1.0728885684501166
2023-12-28,0.061731,2.7280339163819294
2023-12-29,0.053675,2.3317592218105228
2023-12-30,0.041667,1.741085620468238
2023-12-31,0.036895000000000004,1.5063509081426734
2024-01-01,0.031528,1.2423481417865736
2024-01-02,0.049551000000000005,2.128899633874515
2024-01-03,0.04480766666666667,1.8955750350764717
2024-01-04,0.01,0.1833856759557347
2024-01-05,0.01,0.1833856759557347
2024-01-06,0.01,0.1833856759557347
2024-01-07,0.01,0.1833856759557347
2024-01-08,0.01,0.1833856759557347
2024-01-09,0.01,0.1833856759557347
2024-01-10,0.01,0.1833856759557347
2024-01-11,0.01,0.1833856759557347
2024-01-12,0.01,0.1833856759557347
2024-01-13,0.01,0.1833856759557347
2024-01-14,0.01,0.1833856759557347
2024-01-15,0.01,0.1833856759557347
2024-01-16,0.01,0.1833856759557347
2024-01-17,0.01,0.1833856759557347
2024-01-18,0.01,0.1833856759557347
2024-01-19,0.01,0.1833856759557347
2024-01-20,0.01,0.1833856759557347
2024-01-21,0.01,0.1833856759557347
2024-01-22,0.01,0.1833856759557347
2024-01-23,0.01,0.1833856759557347
2024-01-24,0.01,0.1833856759557347
2024-01-25,0.01,0.1833856759557347
2024-01-26,0.01,0.1833856759557347
2024-01-27,0.01,0.1833856759557347
2024-01-28,0.01,0.1833856759557347
2024-01-29,0.01,0.1833856759557347
2024-01-30,0.01,0.1833856759557347
2024-01-31,0.01,0.1833856759557347
2024-02-01,0.006097999999999999,-0.008553730476443552
2024-02-02,0.009318333333333333,0.14985448800478607
2024-02-03,0.006604,0.016336412951204384
2024-02-04,0.01,0.1833856759557347
2024-02-05,0.01,0.1833856759557347
2024-02-06,0.01,0.1833856759557347
2024-02-07,0.004236,-0.10014552308964593
2024-02-08,3.166666666666711e-05,-0.3069567082364992
2024-02-09,0.005918,-0.017407931695764926
2024-02-10,0.01,0.1833856759557347
2024-02-11,0.01,0.1833856759557347
2024-02-12,0.01,0.1833856759557347
2024-02-13,0.01,0.1833856759557347
2024-02-14,0.01,0.1833856759557347
2024-02-15,0.01,0.1833856759557347
2024-02-16,0.021102333333333334,0.7295095278296935
2024-02-17,0.016040666666666665,0.48052611020859076
2024-02-18,0.020357666666666666,0.6928793694519823
2024-02-19,0.027426666666666665,1.040603527337443
2024-02-20,0.039451,1.6320805654570367
2024-02-21,0.02109566666666667,0.7291815944512001
2024-02-22,0.022760333333333337,0.8110665590609984
2024-02-23,0.023367333333333334,0.8409248931728209
2024-02-24,0.022057333333333335,0.776485984298871
2024-02-25,0.03084833333333333,1.2089153338491727
2024-02-26,0.05033633333333334,2.167530185861036
2024-02-27,0.061688999999999994,2.7259679360974207
2024-02-28,0.059888666666666666,2.6374095272352824
2024-02-29,0.065426,2.909790991411888
2024-03-01,0.07285333333333334,3.2751415683913687
2024-03-02,0.08744833333333334,3.9930697172580114
2024-03-03,0.11919266666666667,5.554573688961038
2024-03-04,0.09010499999999999,4.123751168587625
2024-03-05,0.10361266666666667,4.788193383421998
2024-03-06,0.04756166666666667,2.031044313732089
2024-03-07,0.050161333333333336,2.1589219346755844
2024-03-08,0.072213,3.2436435673870787
2024-03-09,0.08174666666666666,3.7126046953015437
2024-03-10,0.09358099999999998,4.294735632134076
2024-03-11,0.06407766666666666,2.8434664656116
2024-03-12,0.07880433333333332,3.567871298703488
2024-03-13,0.06756933333333333,3.015221572597511
2024-03-14,0.06626933333333333,2.951274563791301
2024-03-15,0.052118,2.2551703812633925
2024-03-16,0.023020333333333334,0.8238559608222403
2024-03-17,0.022580666666666666,0.8022287545106015
2024-03-18,0.019305666666666665,0.6411314823257261
2024-03-19,0.017495,0.5520647767269228
2024-03-20,0.016219,0.48929832808328894
2024-03-21,0.022603333333333333,0.803343727997479
2024-03-22,0.02448533333333333,0.8959193207461615
2024-03-23,0.018163666666666665,0.5849564945898093
2024-03-24,0.012323,0.29765406169175473
2024-03-25,0.011997666666666665,0.28165091282127747
2024-03-26,0.021351666666666668,0.7417742361853461
2024-03-27,0.047531333333333335,2.029552216859944
2024-03-28,0.04189533333333333,1.7523173386816362
2024-03-29,0.04329333333333333,1.821084968151699
2024-03-30,0.038365666666666666,1.5786930114383135
2024-03-31,0.03666033333333333,1.4948076532197057
2024-04-01,0.03925466666666667,1.6224229274604065
2024-04-02,0.018358666666666665,0.5945485459107408
2024-04-03,0.01,0.1833856759557347
2024-04-04,0.012229333333333333,0.29304659772392266
2024-04-05,0.011626666666666667,0.26340142030812064
2024-04-06,0.011271000000000002,0.24590617456549863
2024-04-07,0.01818866666666667,0.5861862447591596
2024-04-08,0.020749,0.712129058769544
2024-04-09,0.021894999999999998,0.7685008065325568
2024-04-10,0.022511666666666666,0.7988346440431949
2024-04-11,0.016220333333333333,0.4893639147589876
2024-04-12,0.019399666666666666,0.6457553429624828
2024-04-13,0.012835666666666667,0.32287213849789603
2024-04-14,-0.005410999999999999,-0.5746815184384986
2024-04-15,-0.010868666666666667,-0.8431441787421083
2024-04-16,-0.012660666666666667,-0.9312926708811301
2024-04-17,-0.006790666666666667,-0.6425473311177047
2024-04-18,-0.011522666666666667,-0.8753144431723093
2024-04-19,-0.030808666666666668,-1.8239929138158228
2024-04-20,-0.0037876666666666666,-0.49482974077535946
2024-04-21,-0.006451333333333333,-0.6258555221523914
2024-04-22,-0.011725,-0.8852672212095835
2024-04-23,-0.021409333333333332,-1.3616396434779992
2024-04-24,-0.0038143333333333328,-0.49614147428933286
2024-04-25,-0.0018423333333333332,-0.3991387809309897
2024-04-26,-0.006242,-0.6155584140676991
2024-04-27,-0.006659333333333334,-0.636087043561385
2024-04-28,-0.026082333333333332,-1.5915045451329375
2024-04-29,-0.013567666666666667,-0.9759080070251552
2024-04-30,-0.009124333333333333,-0.7573404102593141
2024-05-01,-0.022598333333333335,-1.4201265615322944
2024-05-02,-0.012582333333333334,-0.9274394536838328
2024-05-03,-0.020522666666666665,-1.318024504138379
2024-05-04,-0.029991666666666666,-1.7838046782814585
2024-05-05,-0.004119333333333333,-0.5111444263554054
2024-05-06,0.008946666666666667,0.1315722021537799
2024-05-07,0.0038763333333333336,-0.11783752885936405
2024-05-08,0.0032263333333333332,-0.14981103326246908
2024-05-09,-0.0019156666666666662,-0.40274604809441683
2024-05-10,-0.004866,-0.5478729647466645
2024-05-11,0.007635,0.0670513099352064
2024-05-12,0.0020783333333333335,-0.20628116103902996
2024-05-13,0.00031166666666666674,-0.293183506339777
2024-05-14,0.0028553333333333334,-0.16806052577562597
2024-05-15,-0.022663666666666665,-1.4233403086415295
2024-05-16,-0.016324333333333333,-1.1115084590321698
2024-05-17,-0.015617666666666667,-1.076747520911871
2024-05-18,-0.009130000000000001,-0.7576191536310336
2024-05-19,0.004749333333333334,-0.07489465294565528
2024-05-20,-0.0026490000000000003,-0.4388187197286893
2024-05-21,0.005156333333333333,-0.054874320188634154
2024-05-22,0.01,0.1833856759557347
2024-05-23,0.01,0.1833856759557347
2024-05-24,0.01,0.1833856759557347
2024-05-25,0.01,0.1833856759557347
2024-05-26,0.01,0.1833856759557347
2024-05-27,0.01,0.1833856759557347
2024-05-28,0.01,0.1833856759557347
2024-05-29,0.015429666666666666,0.45047101606967205
2024-05-30,0.01,0.1833856759557347
2024-05-31,0.01,0.1833856759557347
2024-06-01,0.01,0.1833856759557347
2024-06-02,0.01,0.1833856759557347
2024-06-03,0.01,0.1833856759557347
2024-06-04,0.01,0.1833856759557347
2024-06-05,0.013292333333333331,0.3453355749246928
2024-06-06,0.014908666666666666,0.42484302254041395
2024-06-07,0.012818000000000001,0.3220031150448886
2024-06-08,0.01,0.1833856759557347
2024-06-09,0.01,0.1833856759557347
2024-06-10,0.01,0.1833856759557347
2024-06-11,0.01,0.1833856759557347
2024-06-12,0.01,0.1833856759557347
2024-06-13,0.01,0.1833856759557347
2024-06-14,0.01,0.1833856759557347
2024-06-15,0.01,0.1833856759557347
2024-06-16,0.01,0.1833856759557347
2024-06-17,0.01,0.1833856759557347
2024-06-18,-0.00028833333333333315,-0.32269751040418165
2024-06-19,-0.006075,-0.6073436829364398
2024-06-20,-0.004153666666666667,-0.5128332832546462
2024-06-21,0.0034486666666666663,-0.13887445508971472
2024-06-22,0.006926333333333333,0.03219199180135955
2024-06-23,0.002918,-0.16497795201778814
2024-06-24,-0.005390666666666666,-0.5736813216340938
2024-06-25,0.0036466666666666665,-0.1291348337484612
2024-06-26,0.006588333333333332,0.015565769511744898
2024-06-27,0.007145666666666666,0.04298099995379188
2024-06-28,0.004875666666666666,-0.06868031542320567
2024-06-29,0.005213666666666668,-0.05205409313359098
2024-06-30,0.009614333333333334,0.16441473000989243
2024-07-01,-0.00040233333333333326,-0.32830517117641855
2024-07-02,0.01,0.1833856759557347
2024-07-03,0.01,0.1833856759557347
2024-07-04,0.01,0.1833856759557347
2024-07-05,-0.010123666666666668,-0.8064976236954726
2024-07-06,-0.013390666666666667,-0.9672013758261558
2024-07-07,-0.0019450000000000003,-0.4041889549597878
2024-07-08,0.008428999999999999,0.1061081753137685
2024-07-09,0.006037999999999999,-0.011505130882884025
2024-07-10,0.007696666666666667,0.07008469368627021
2024-07-11,0.008808000000000002,0.12475118788111755
2024-07-12,0.0036843333333333333,-0.12728201015997354
2024-07-13,0.003043,-0.15882920117103716
2024-07-14,-0.003169,-0.46439752325117334
2024-07-15,-0.0004953333333333333,-0.33287984180640123
2024-07-16,-0.005371999999999999,-0.5727631081743123
2024-07-17,0.008744,0.12160302744758097
2024-07-18,0.008784,0.1235706277185413
2024-07-19,0.007262333333333333,0.048719834077426166
2024-07-20,0.009161,0.14211526027234225
2024-07-21,0.009587666666666666,0.16310299649591883
2024-07-22,0.007899666666666666,0.08007026506139374
2024-07-23,0.0023199999999999996,-0.19439357606864477
2024-07-24,0.007906,0.08038180177096248
2024-07-25,0.0010953333333333334,-0.2546349376978796
2024-07-26,0.007909333333333332,0.08054576846020914
2024-07-27,0.01,0.1833856759557347
2024-07-28,0.006516999999999999,0.012056882361865699
2024-07-29,0.004952000000000001,-0.06492547823945637
2024-07-30,0.0026153333333333337,-0.1798661274013878
2024-07-31,-0.0011999999999999997,-0.367542399913152
2024-08-01,0.00018000000000000017,-0.29966019056502136
2024-08-02,0.004585,-0.08297821072551725
2024-08-03,0.0024499999999999995,-0.1879988751880238
2024-08-04,0.0009106666666666667,-0.2637186922821464
2024-08-05,0.005111,-0.05710426716238916
2024-08-06,-0.0013796666666666668,-0.3763802044635488
2024-08-07,-0.018913,-1.238844989901151
2024-08-08,-0.03764133333333333,-2.160091833433693
2024-08-09,-0.011221,-0.8604754577954837
2024-08-10,-0.014813333333333333,-1.0371823587966442
2024-08-11,-0.02136666666666667,-1.3595408698556417
2024-08-12,-0.020047,-1.2946264575828759
2024-08-13,-0.02217766666666667,-1.399433965349362
2024-08-14,0.0019360000000000002,-0.21328253866986374
2024-08-15,0.008682666666666667,0.11858604036544183
2024-08-16,0.001228,-0.24810906346586123
2024-08-17,3.533333333333347e-05,-0.3067763448783278
2024-08-18,-0.003077,-0.45987204262796455
2024-08-19,-0.0037026666666666666,-0.4906485901995687
2024-08-20,0.00042866666666666677,-0.2874282755472181
2024-08-21,0.006948333333333333,0.03327417195038773
2024-08-22,-0.0019123333333333334,-0.4025820814051702
2024-08-23,0.006356333333333333,0.004153687940175123
2024-08-24,0.01,0.1833856759557347
2024-08-25,0.01,0.1833856759557347
2024-08-26,0.01,0.1833856759557347
2024-08-27,0.01,0.1833856759557347
2024-08-28,4.200000000000008e-05,-0.3064484114998344
2024-08-29,-0.0007816666666666666,-0.3469645804126921
2024-08-30,0.0016033333333333336,-0.22964641425668367
2024-08-31,0.0021996666666666666,-0.20031277355045038
2024-09-01,0.0053349999999999995,-0.04608570564501145
2024-09-02,-0.0005746666666666668,-0.33678224901047255
2024-09-03,-0.0038829999999999997,-0.4995191880878148
2024-09-04,0.0004999999999999999,-0.2839193883973389
2024-09-05,0.004227333333333334,-0.10057183648168731
2024-09-06,7.200000000000002e-05,-0.3049727112966142
2024-09-07,-0.004858333333333333,-0.5474958413613971
2024-09-08,-0.017644999999999997,-1.1764720613117092
2024-09-09,-0.004030333333333333,-0.5067665157525186
2024-09-10,0.003101,-0.15597618077814474
2024-09-11,0.002815333333333333,-0.1700281260465863
2024-09-12,0.0021013333333333335,-0.2051497908832278
2024-09-13,0.0006926666666666666,-0.27444211375888006
2024-09-14,0.001641,-0.22779359066819604
2024-09-15,0.004213000000000001,-0.10127689324544809
2024-09-16,-0.005496999999999999,-0.5789118590210633
2024-09-17,0.002222,-0.19921419673249754
2024-09-18,-7.499999999999983e-05,-0.3122036422923933
2024-09-19,0.0012903333333333334,-0.24504288637694807
2024-09-20,0.003866333333333333,-0.11832942892710414
2024-09-21,0.008783000000000001,0.12352143771176732
2024-09-22,0.01,0.1833856759557347
2024-09-23,-0.004046333333333333,-0.5075535558609028
2024-09-24,0.0069446666666666676,0.03309380859221642
2024-09-25,0.007570333333333334,0.0638703561638206
2024-09-26,0.009651666666666668,0.16625115692945538
2024-09-27,0.008894666666666667,0.1290143218015315
2024-09-28,0.009444666666666665,0.15606882552723567
2024-09-29,0.009071333333333334,0.13770455633160622
2024-09-30,0.005500666666666668,-0.03793656118945076
2024-10-01,-0.005897333333333333,-0.5986042583995911
2024-10-02,-0.008960666666666667,-0.7492896458173015
2024-10-03,-0.018867666666666668,-1.2366150429273963
2024-10-04,-0.06246933333333333,-3.381381321618757
2024-10-05,-0.04443666666666667,-2.494354326132001
2024-10-06,-0.011765,-0.8872348214805439
2024-10-07,-0.014789000000000002,-1.0359854019651433
2024-10-08,0.0078000000000000005,0.0751676610529177
2024-10-09,-0.003154,-0.4636596731495632
2024-10-10,0.003709,-0.12606865665954803
2024-10-11,0.0012813333333333338,-0.24548559643791412
2024-10-12,-0.003446333333333334,-0.4780395517964981
2024-10-13,0.009833666666666666,0.1752037381623247
2024-10-14,0.006080333333333333,-0.009422753929450982
2024-10-15,0.007844666666666666,0.07736481468882334
2024-10-16,0.01,0.1833856759557347
2024-10-17,-0.0032530000000000002,-0.46852948382018994
2024-10-18,0.008906333333333334,0.1295882052138949
2024-10-19,0.001749,-0.22248106993660322
2024-10-20,0.01,0.1833856759557347
2024-10-21,0.01,0.1833856759557347
2024-10-22,0.01,0.1833856759557347
2024-10-23,0.009458333333333334,0.15674108895314723
2024-10-24,0.01,0.1833856759557347
2024-10-25,0.01,0.1833856759557347
2024-10-26,0.00095,-0.26178388534903535
2024-10-27,0.0023943333333333334,-0.19073711889844353
2024-10-28,0.0036796666666666666,-0.1275115635249189
2024-10-29,0.0055396666666666676,-0.03601815092526446
2024-10-30,0.002685,-0.17643922359613196
2024-10-31,0.003519333333333333,-0.13539836127768484
2024-11-01,0.008406333333333333,0.10499320182689104
2024-11-02,-0.0005873333333333333,-0.33740532242960997
2024-11-03,-0.005420666666666667,-0.5751570218373141
2024-11-04,0.002905333333333334,-0.16560102543692554
2024-11-05,-0.004275333333333333,-0.5188180674121505
2024-11-06,0.000748333333333334,-0.27170387004846025
2024-11-07,0.01,0.1833856759557347
2024-11-08,0.01,0.1833856759557347
2024-11-09,0.01,0.1833856759557347
2024-11-10,0.016383666666666668,0.4973982825320756
2024-11-11,0.027159,1.0274370021909336
2024-11-12,0.034394,1.3833267012008796
2024-11-13,0.021939,0.7706651668306133
2024-11-14,0.020522000000000002,0.7009629272318444
2024-11-15,0.010922666666666666,0.22877165553921913
2024-11-16,0.01,0.1833856759557347
2024-11-17,0.011077666666666666,0.23639610658919036
2024-11-18,0.018648666666666668,0.6088136478752031
2024-11-19,0.025248333333333334,0.9334512959147295
2024-11-20,0.019404333333333332,0.6459848963274282
2024-11-21,0.009976666666666667,0.18223790913100785
2024-11-22,0.017883666666666666,0.5711832926930871
2024-11-23,0.029130666666666666,1.1244232988803522
2024-11-24,0.03225566666666666,1.2781420700491262
2024-11-25,0.018409666666666668,0.5970572362562153
2024-11-26,0.01,0.1833856759557347
2024-11-27,0.01,0.1833856759557347
2024-11-28,0.01,0.1833856759557347
2024-11-29,0.01,0.1833856759557347
2024-11-30,0.017537,0.5541307570114311
2024-12-01,0.019536,0.6524615805526727
2024-12-02,0.03289333333333334,1.3095088977020188
2024-12-03,0.0317,1.2508088229517027
2024-12-04,0.029071333333333328,1.1215046918117608
