"Time","Contracts","Funding Interval","Funding Rate"
"2023-05-20 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-19 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-19 09:00:00","SUIUSDT Perpetual","8h","0.000034%"
"2023-05-19 01:00:00","SUIUSDT Perpetual","8h","0.002045%"
"2023-05-18 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-18 09:00:00","SUIUSDT Perpetual","8h","0.004980%"
"2023-05-18 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-17 17:00:00","SUIUSDT Perpetual","8h","0.004174%"
"2023-05-17 09:00:00","SUIUSDT Perpetual","8h","-0.001752%"
"2023-05-17 01:00:00","SUIUSDT Perpetual","8h","0.000143%"
"2023-05-16 17:00:00","SUIUSDT Perpetual","8h","-0.046704%"
"2023-05-16 09:00:00","SUIUSDT Perpetual","8h","-0.021438%"
"2023-05-16 01:00:00","SUIUSDT Perpetual","8h","-0.006221%"
"2023-05-15 17:00:00","SUIUSDT Perpetual","8h","-0.006129%"
"2023-05-15 09:00:00","SUIUSDT Perpetual","8h","0.004780%"
"2023-05-15 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-14 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-14 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-14 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-13 17:00:00","SUIUSDT Perpetual","8h","0.008279%"
"2023-05-13 09:00:00","SUIUSDT Perpetual","8h","0.001178%"
"2023-05-13 01:00:00","SUIUSDT Perpetual","8h","-0.005787%"
"2023-05-12 17:00:00","SUIUSDT Perpetual","8h","-0.005917%"
"2023-05-12 09:00:00","SUIUSDT Perpetual","8h","-0.007031%"
"2023-05-12 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-11 17:00:00","SUIUSDT Perpetual","8h","-0.017154%"
"2023-05-11 09:00:00","SUIUSDT Perpetual","8h","0.005483%"
"2023-05-11 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-10 17:00:00","SUIUSDT Perpetual","8h","-0.286299%"
"2023-05-10 09:00:00","SUIUSDT Perpetual","8h","-0.254000%"
"2023-05-10 01:00:00","SUIUSDT Perpetual","8h","-0.132376%"
"2023-05-09 17:00:00","SUIUSDT Perpetual","8h","-0.001113%"
"2023-05-09 09:00:00","SUIUSDT Perpetual","8h","-0.099759%"
"2023-05-09 01:00:00","SUIUSDT Perpetual","8h","-0.012136%"
"2023-05-08 17:00:00","SUIUSDT Perpetual","8h","-0.001972%"
"2023-05-08 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-08 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-07 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-07 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-07 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-06 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-06 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-06 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-05 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-05 09:00:00","SUIUSDT Perpetual","8h","-0.032820%"
"2023-05-05 01:00:00","SUIUSDT Perpetual","8h","-0.111865%"
"2023-05-04 17:00:00","SUIUSDT Perpetual","8h","-0.003131%"
"2023-05-04 09:00:00","SUIUSDT Perpetual","8h","-0.192157%"
"2023-05-04 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
