"Time","Contracts","Funding Interval","Funding Rate"
"2023-09-21 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-21 01:00:00","SUIUSDT Perpetual","8h","0.000722%"
"2023-09-20 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-20 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-20 01:00:00","SUIUSDT Perpetual","8h","0.009868%"
"2023-09-19 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-19 09:00:00","SUIUSDT Perpetual","8h","-0.000172%"
"2023-09-19 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-18 17:00:00","SUIUSDT Perpetual","8h","0.005783%"
"2023-09-18 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-18 01:00:00","SUIUSDT Perpetual","8h","0.009121%"
"2023-09-17 17:00:00","SUIUSDT Perpetual","8h","0.007843%"
"2023-09-17 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-17 01:00:00","SUIUSDT Perpetual","8h","0.004054%"
"2023-09-16 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-16 09:00:00","SUIUSDT Perpetual","8h","0.008062%"
"2023-09-16 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-15 17:00:00","SUIUSDT Perpetual","8h","0.002317%"
"2023-09-15 09:00:00","SUIUSDT Perpetual","8h","-0.026486%"
"2023-09-15 01:00:00","SUIUSDT Perpetual","8h","-0.005999%"
"2023-09-14 17:00:00","SUIUSDT Perpetual","8h","-0.012678%"
"2023-09-14 09:00:00","SUIUSDT Perpetual","8h","-0.017821%"
"2023-09-14 01:00:00","SUIUSDT Perpetual","8h","0.003022%"
"2023-09-13 17:00:00","SUIUSDT Perpetual","8h","-0.011637%"
"2023-09-13 09:00:00","SUIUSDT Perpetual","8h","-0.008903%"
"2023-09-13 01:00:00","SUIUSDT Perpetual","8h","-0.001713%"
"2023-09-12 17:00:00","SUIUSDT Perpetual","8h","-0.019401%"
"2023-09-12 09:00:00","SUIUSDT Perpetual","8h","-0.012927%"
"2023-09-12 01:00:00","SUIUSDT Perpetual","8h","-0.008804%"
"2023-09-11 17:00:00","SUIUSDT Perpetual","8h","-0.007960%"
"2023-09-11 09:00:00","SUIUSDT Perpetual","8h","-0.013369%"
"2023-09-11 01:00:00","SUIUSDT Perpetual","8h","0.003011%"
"2023-09-10 17:00:00","SUIUSDT Perpetual","8h","-0.010943%"
"2023-09-10 09:00:00","SUIUSDT Perpetual","8h","-0.002041%"
"2023-09-10 01:00:00","SUIUSDT Perpetual","8h","0.007018%"
"2023-09-09 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-09 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-09 01:00:00","SUIUSDT Perpetual","8h","0.004737%"
"2023-09-08 17:00:00","SUIUSDT Perpetual","8h","0.002356%"
"2023-09-08 09:00:00","SUIUSDT Perpetual","8h","-0.003137%"
"2023-09-08 01:00:00","SUIUSDT Perpetual","8h","0.004947%"
"2023-09-07 17:00:00","SUIUSDT Perpetual","8h","0.003603%"
"2023-09-07 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-07 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-06 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-09-06 09:00:00","SUIUSDT Perpetual","8h","0.006792%"
"2023-09-06 01:00:00","SUIUSDT Perpetual","8h","0.003779%"
"2023-09-05 17:00:00","SUIUSDT Perpetual","8h","0.007852%"
"2023-09-05 09:00:00","SUIUSDT Perpetual","8h","0.002668%"
"2023-09-05 01:00:00","SUIUSDT Perpetual","8h","-0.000867%"
"2023-09-04 17:00:00","SUIUSDT Perpetual","8h","-0.003507%"
"2023-09-04 09:00:00","SUIUSDT Perpetual","8h","-0.011564%"
"2023-09-04 01:00:00","SUIUSDT Perpetual","8h","-0.016326%"
"2023-09-03 17:00:00","SUIUSDT Perpetual","8h","0.006171%"
"2023-09-03 09:00:00","SUIUSDT Perpetual","8h","-0.016083%"
"2023-09-03 01:00:00","SUIUSDT Perpetual","8h","-0.011658%"
"2023-09-02 17:00:00","SUIUSDT Perpetual","8h","-0.008561%"
"2023-09-02 09:00:00","SUIUSDT Perpetual","8h","-0.005337%"
"2023-09-02 01:00:00","SUIUSDT Perpetual","8h","0.001710%"
"2023-09-01 17:00:00","SUIUSDT Perpetual","8h","-0.015953%"
"2023-09-01 09:00:00","SUIUSDT Perpetual","8h","-0.025223%"
"2023-09-01 01:00:00","SUIUSDT Perpetual","8h","-0.025305%"
"2023-08-31 17:00:00","SUIUSDT Perpetual","8h","0.001359%"
"2023-08-31 09:00:00","SUIUSDT Perpetual","8h","-0.022641%"
"2023-08-31 01:00:00","SUIUSDT Perpetual","8h","-0.027295%"
"2023-08-30 17:00:00","SUIUSDT Perpetual","8h","-0.028641%"
"2023-08-30 09:00:00","SUIUSDT Perpetual","8h","-0.056747%"
"2023-08-30 01:00:00","SUIUSDT Perpetual","8h","-0.037570%"
"2023-08-29 17:00:00","SUIUSDT Perpetual","8h","-0.015186%"
"2023-08-29 09:00:00","SUIUSDT Perpetual","8h","-0.048828%"
"2023-08-29 01:00:00","SUIUSDT Perpetual","8h","-0.035348%"
"2023-08-28 17:00:00","SUIUSDT Perpetual","8h","-0.005161%"
"2023-08-28 09:00:00","SUIUSDT Perpetual","8h","-0.033673%"
"2023-08-28 01:00:00","SUIUSDT Perpetual","8h","-0.018878%"
"2023-08-27 17:00:00","SUIUSDT Perpetual","8h","-0.010591%"
"2023-08-27 09:00:00","SUIUSDT Perpetual","8h","-0.013005%"
"2023-08-27 01:00:00","SUIUSDT Perpetual","8h","-0.021533%"
"2023-08-26 17:00:00","SUIUSDT Perpetual","8h","-0.037286%"
"2023-08-26 09:00:00","SUIUSDT Perpetual","8h","-0.019703%"
"2023-08-26 01:00:00","SUIUSDT Perpetual","8h","0.001776%"
"2023-08-25 17:00:00","SUIUSDT Perpetual","8h","-0.001004%"
"2023-08-25 09:00:00","SUIUSDT Perpetual","8h","-0.008167%"
"2023-08-25 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-24 17:00:00","SUIUSDT Perpetual","8h","0.002552%"
"2023-08-24 09:00:00","SUIUSDT Perpetual","8h","0.005175%"
"2023-08-24 01:00:00","SUIUSDT Perpetual","8h","-0.002426%"
"2023-08-23 17:00:00","SUIUSDT Perpetual","8h","-0.013010%"
"2023-08-23 09:00:00","SUIUSDT Perpetual","8h","-0.011519%"
"2023-08-23 01:00:00","SUIUSDT Perpetual","8h","0.004328%"
"2023-08-22 17:00:00","SUIUSDT Perpetual","8h","-0.022104%"
"2023-08-22 09:00:00","SUIUSDT Perpetual","8h","-0.014579%"
"2023-08-22 01:00:00","SUIUSDT Perpetual","8h","0.001276%"
"2023-08-21 17:00:00","SUIUSDT Perpetual","8h","0.004262%"
"2023-08-21 09:00:00","SUIUSDT Perpetual","8h","0.000561%"
"2023-08-21 01:00:00","SUIUSDT Perpetual","8h","-0.005694%"
"2023-08-20 17:00:00","SUIUSDT Perpetual","8h","0.007225%"
"2023-08-20 09:00:00","SUIUSDT Perpetual","8h","-0.004966%"
"2023-08-20 01:00:00","SUIUSDT Perpetual","8h","0.002862%"
"2023-08-19 17:00:00","SUIUSDT Perpetual","8h","-0.008862%"
"2023-08-19 09:00:00","SUIUSDT Perpetual","8h","-0.010738%"
"2023-08-19 01:00:00","SUIUSDT Perpetual","8h","-0.030296%"
"2023-08-18 17:00:00","SUIUSDT Perpetual","8h","0.003533%"
"2023-08-18 09:00:00","SUIUSDT Perpetual","8h","-0.051008%"
"2023-08-18 01:00:00","SUIUSDT Perpetual","8h","-0.006908%"
"2023-08-17 17:00:00","SUIUSDT Perpetual","8h","-0.035301%"
"2023-08-17 09:00:00","SUIUSDT Perpetual","8h","-0.005111%"
"2023-08-17 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-16 17:00:00","SUIUSDT Perpetual","8h","-0.008986%"
"2023-08-16 09:00:00","SUIUSDT Perpetual","8h","-0.004582%"
"2023-08-16 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-15 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-15 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-15 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-14 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-14 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-14 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-13 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-13 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-13 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-12 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-12 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-12 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-11 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-11 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-11 01:00:00","SUIUSDT Perpetual","8h","0.009553%"
"2023-08-10 17:00:00","SUIUSDT Perpetual","8h","0.003946%"
"2023-08-10 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-10 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-09 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-09 09:00:00","SUIUSDT Perpetual","8h","0.008378%"
"2023-08-09 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-08 17:00:00","SUIUSDT Perpetual","8h","0.005342%"
"2023-08-08 09:00:00","SUIUSDT Perpetual","8h","0.007113%"
"2023-08-08 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-07 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-07 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-07 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-06 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-06 09:00:00","SUIUSDT Perpetual","8h","0.003535%"
"2023-08-06 01:00:00","SUIUSDT Perpetual","8h","0.006713%"
"2023-08-05 17:00:00","SUIUSDT Perpetual","8h","-0.013959%"
"2023-08-05 09:00:00","SUIUSDT Perpetual","8h","-0.001957%"
"2023-08-05 01:00:00","SUIUSDT Perpetual","8h","0.004764%"
"2023-08-04 17:00:00","SUIUSDT Perpetual","8h","0.001445%"
"2023-08-04 09:00:00","SUIUSDT Perpetual","8h","-0.034611%"
"2023-08-04 01:00:00","SUIUSDT Perpetual","8h","-0.004763%"
"2023-08-03 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-03 09:00:00","SUIUSDT Perpetual","8h","-0.001945%"
"2023-08-03 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-02 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-08-02 09:00:00","SUIUSDT Perpetual","8h","0.009474%"
"2023-08-02 01:00:00","SUIUSDT Perpetual","8h","0.006629%"
"2023-08-01 17:00:00","SUIUSDT Perpetual","8h","-0.000851%"
"2023-08-01 09:00:00","SUIUSDT Perpetual","8h","0.009309%"
"2023-08-01 01:00:00","SUIUSDT Perpetual","8h","0.009480%"
"2023-07-31 17:00:00","SUIUSDT Perpetual","8h","-0.014952%"
"2023-07-31 09:00:00","SUIUSDT Perpetual","8h","-0.029937%"
"2023-07-31 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-30 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-30 09:00:00","SUIUSDT Perpetual","8h","0.007771%"
"2023-07-30 01:00:00","SUIUSDT Perpetual","8h","-0.014508%"
"2023-07-29 17:00:00","SUIUSDT Perpetual","8h","-0.000859%"
"2023-07-29 09:00:00","SUIUSDT Perpetual","8h","-0.001945%"
"2023-07-29 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-28 17:00:00","SUIUSDT Perpetual","8h","-0.004012%"
"2023-07-28 09:00:00","SUIUSDT Perpetual","8h","-0.009958%"
"2023-07-28 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-27 17:00:00","SUIUSDT Perpetual","8h","-0.012993%"
"2023-07-27 09:00:00","SUIUSDT Perpetual","8h","-0.020097%"
"2023-07-27 01:00:00","SUIUSDT Perpetual","8h","0.009438%"
"2023-07-26 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-26 09:00:00","SUIUSDT Perpetual","8h","0.005200%"
"2023-07-26 01:00:00","SUIUSDT Perpetual","8h","0.001631%"
"2023-07-25 17:00:00","SUIUSDT Perpetual","8h","0.004885%"
"2023-07-25 09:00:00","SUIUSDT Perpetual","8h","-0.019413%"
"2023-07-25 01:00:00","SUIUSDT Perpetual","8h","-0.028431%"
"2023-07-24 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-24 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-24 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-23 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-23 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-23 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-22 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-22 09:00:00","SUIUSDT Perpetual","8h","0.007153%"
"2023-07-22 01:00:00","SUIUSDT Perpetual","8h","0.007668%"
"2023-07-21 17:00:00","SUIUSDT Perpetual","8h","0.007947%"
"2023-07-21 09:00:00","SUIUSDT Perpetual","8h","0.007623%"
"2023-07-21 01:00:00","SUIUSDT Perpetual","8h","0.006750%"
"2023-07-20 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-20 09:00:00","SUIUSDT Perpetual","8h","0.000883%"
"2023-07-20 01:00:00","SUIUSDT Perpetual","8h","0.001475%"
"2023-07-19 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-19 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-19 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-18 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-18 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-18 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-17 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-17 09:00:00","SUIUSDT Perpetual","8h","0.009545%"
"2023-07-17 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-16 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-16 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-16 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-15 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-15 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-15 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-14 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-14 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-14 01:00:00","SUIUSDT Perpetual","8h","-0.001712%"
"2023-07-13 17:00:00","SUIUSDT Perpetual","8h","-0.023009%"
"2023-07-13 09:00:00","SUIUSDT Perpetual","8h","-0.003779%"
"2023-07-13 01:00:00","SUIUSDT Perpetual","8h","0.009689%"
"2023-07-12 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-12 09:00:00","SUIUSDT Perpetual","8h","-0.010697%"
"2023-07-12 01:00:00","SUIUSDT Perpetual","8h","-0.018713%"
"2023-07-11 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-11 09:00:00","SUIUSDT Perpetual","8h","0.007221%"
"2023-07-11 01:00:00","SUIUSDT Perpetual","8h","-0.009678%"
"2023-07-10 17:00:00","SUIUSDT Perpetual","8h","-0.023515%"
"2023-07-10 09:00:00","SUIUSDT Perpetual","8h","-0.001354%"
"2023-07-10 01:00:00","SUIUSDT Perpetual","8h","0.002876%"
"2023-07-09 17:00:00","SUIUSDT Perpetual","8h","-0.012947%"
"2023-07-09 09:00:00","SUIUSDT Perpetual","8h","-0.005840%"
"2023-07-09 01:00:00","SUIUSDT Perpetual","8h","-0.012131%"
"2023-07-08 17:00:00","SUIUSDT Perpetual","8h","0.000162%"
"2023-07-08 09:00:00","SUIUSDT Perpetual","8h","-0.026281%"
"2023-07-08 01:00:00","SUIUSDT Perpetual","8h","-0.018456%"
"2023-07-07 17:00:00","SUIUSDT Perpetual","8h","-0.029288%"
"2023-07-07 09:00:00","SUIUSDT Perpetual","8h","0.007368%"
"2023-07-07 01:00:00","SUIUSDT Perpetual","8h","-0.040590%"
"2023-07-06 17:00:00","SUIUSDT Perpetual","8h","-0.012866%"
"2023-07-06 09:00:00","SUIUSDT Perpetual","8h","-0.039038%"
"2023-07-06 01:00:00","SUIUSDT Perpetual","8h","-0.004834%"
"2023-07-05 17:00:00","SUIUSDT Perpetual","8h","-0.009664%"
"2023-07-05 09:00:00","SUIUSDT Perpetual","8h","-0.014474%"
"2023-07-05 01:00:00","SUIUSDT Perpetual","8h","0.004351%"
"2023-07-04 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-04 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-04 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-03 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-03 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-03 01:00:00","SUIUSDT Perpetual","8h","0.008161%"
"2023-07-02 17:00:00","SUIUSDT Perpetual","8h","0.000329%"
"2023-07-02 09:00:00","SUIUSDT Perpetual","8h","-0.003848%"
"2023-07-02 01:00:00","SUIUSDT Perpetual","8h","0.000479%"
"2023-07-01 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-01 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-07-01 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-30 17:00:00","SUIUSDT Perpetual","8h","0.002292%"
"2023-06-30 09:00:00","SUIUSDT Perpetual","8h","-0.035261%"
"2023-06-30 01:00:00","SUIUSDT Perpetual","8h","-0.037707%"
"2023-06-29 17:00:00","SUIUSDT Perpetual","8h","-0.013726%"
"2023-06-29 09:00:00","SUIUSDT Perpetual","8h","-0.015526%"
"2023-06-29 01:00:00","SUIUSDT Perpetual","8h","-0.019797%"
"2023-06-28 17:00:00","SUIUSDT Perpetual","8h","0.000239%"
"2023-06-28 09:00:00","SUIUSDT Perpetual","8h","-0.023556%"
"2023-06-28 01:00:00","SUIUSDT Perpetual","8h","-0.044013%"
"2023-06-27 17:00:00","SUIUSDT Perpetual","8h","-0.012209%"
"2023-06-27 09:00:00","SUIUSDT Perpetual","8h","-0.007448%"
"2023-06-27 01:00:00","SUIUSDT Perpetual","8h","-0.000516%"
"2023-06-26 17:00:00","SUIUSDT Perpetual","8h","-0.009581%"
"2023-06-26 09:00:00","SUIUSDT Perpetual","8h","-0.007320%"
"2023-06-26 01:00:00","SUIUSDT Perpetual","8h","-0.004482%"
"2023-06-25 17:00:00","SUIUSDT Perpetual","8h","-0.004063%"
"2023-06-25 09:00:00","SUIUSDT Perpetual","8h","-0.023617%"
"2023-06-25 01:00:00","SUIUSDT Perpetual","8h","-0.024310%"
"2023-06-24 17:00:00","SUIUSDT Perpetual","8h","-0.000848%"
"2023-06-24 09:00:00","SUIUSDT Perpetual","8h","0.004567%"
"2023-06-24 01:00:00","SUIUSDT Perpetual","8h","0.001344%"
"2023-06-23 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-23 09:00:00","SUIUSDT Perpetual","8h","-0.001731%"
"2023-06-23 01:00:00","SUIUSDT Perpetual","8h","-0.002266%"
"2023-06-22 17:00:00","SUIUSDT Perpetual","8h","0.001947%"
"2023-06-22 09:00:00","SUIUSDT Perpetual","8h","-0.006746%"
"2023-06-22 01:00:00","SUIUSDT Perpetual","8h","-0.020578%"
"2023-06-21 17:00:00","SUIUSDT Perpetual","8h","0.006907%"
"2023-06-21 09:00:00","SUIUSDT Perpetual","8h","-0.000139%"
"2023-06-21 01:00:00","SUIUSDT Perpetual","8h","0.003981%"
"2023-06-20 17:00:00","SUIUSDT Perpetual","8h","0.000761%"
"2023-06-20 09:00:00","SUIUSDT Perpetual","8h","-0.030822%"
"2023-06-20 01:00:00","SUIUSDT Perpetual","8h","-0.009542%"
"2023-06-19 17:00:00","SUIUSDT Perpetual","8h","-0.045979%"
"2023-06-19 09:00:00","SUIUSDT Perpetual","8h","-0.017070%"
"2023-06-19 01:00:00","SUIUSDT Perpetual","8h","-0.022026%"
"2023-06-18 17:00:00","SUIUSDT Perpetual","8h","-0.028728%"
"2023-06-18 09:00:00","SUIUSDT Perpetual","8h","-0.004036%"
"2023-06-18 01:00:00","SUIUSDT Perpetual","8h","-0.009877%"
"2023-06-17 17:00:00","SUIUSDT Perpetual","8h","-0.029115%"
"2023-06-17 09:00:00","SUIUSDT Perpetual","8h","-0.010881%"
"2023-06-17 01:00:00","SUIUSDT Perpetual","8h","-0.018400%"
"2023-06-16 17:00:00","SUIUSDT Perpetual","8h","-0.024871%"
"2023-06-16 09:00:00","SUIUSDT Perpetual","8h","-0.004081%"
"2023-06-16 01:00:00","SUIUSDT Perpetual","8h","0.004251%"
"2023-06-15 17:00:00","SUIUSDT Perpetual","8h","-0.002721%"
"2023-06-15 09:00:00","SUIUSDT Perpetual","8h","-0.009940%"
"2023-06-15 01:00:00","SUIUSDT Perpetual","8h","-0.009708%"
"2023-06-14 17:00:00","SUIUSDT Perpetual","8h","-0.013975%"
"2023-06-14 09:00:00","SUIUSDT Perpetual","8h","-0.023774%"
"2023-06-14 01:00:00","SUIUSDT Perpetual","8h","-0.008064%"
"2023-06-13 17:00:00","SUIUSDT Perpetual","8h","-0.044107%"
"2023-06-13 09:00:00","SUIUSDT Perpetual","8h","-0.008878%"
"2023-06-13 01:00:00","SUIUSDT Perpetual","8h","0.008656%"
"2023-06-12 17:00:00","SUIUSDT Perpetual","8h","-0.014716%"
"2023-06-12 09:00:00","SUIUSDT Perpetual","8h","-0.004764%"
"2023-06-12 01:00:00","SUIUSDT Perpetual","8h","-0.013871%"
"2023-06-11 17:00:00","SUIUSDT Perpetual","8h","-0.018322%"
"2023-06-11 09:00:00","SUIUSDT Perpetual","8h","-0.034579%"
"2023-06-11 01:00:00","SUIUSDT Perpetual","8h","-0.045174%"
"2023-06-10 17:00:00","SUIUSDT Perpetual","8h","-0.018428%"
"2023-06-10 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-10 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-09 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-09 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-09 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-08 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-08 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-08 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-07 17:00:00","SUIUSDT Perpetual","8h","0.009117%"
"2023-06-07 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-07 01:00:00","SUIUSDT Perpetual","8h","0.000162%"
"2023-06-06 17:00:00","SUIUSDT Perpetual","8h","-0.005884%"
"2023-06-06 09:00:00","SUIUSDT Perpetual","8h","0.004142%"
"2023-06-06 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-05 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-05 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-05 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-04 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-04 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-04 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-03 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-03 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-03 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-02 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-02 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-02 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-01 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-01 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-06-01 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-31 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-31 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-31 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-30 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-30 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-30 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-29 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-29 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-29 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-28 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-28 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-28 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-27 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-27 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-27 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-26 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-26 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-26 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-25 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-25 09:00:00","SUIUSDT Perpetual","8h","-0.005261%"
"2023-05-25 01:00:00","SUIUSDT Perpetual","8h","0.004229%"
"2023-05-24 17:00:00","SUIUSDT Perpetual","8h","-0.001585%"
"2023-05-24 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-24 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-23 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-23 09:00:00","SUIUSDT Perpetual","8h","0.009707%"
"2023-05-23 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-22 17:00:00","SUIUSDT Perpetual","8h","0.004541%"
"2023-05-22 09:00:00","SUIUSDT Perpetual","8h","0.004126%"
"2023-05-22 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-21 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-21 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-21 01:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-20 17:00:00","SUIUSDT Perpetual","8h","0.010000%"
"2023-05-20 09:00:00","SUIUSDT Perpetual","8h","0.010000%"
